"","village","year","cgvo","l_subsidy_rate","l_poor_housing_rate","l_poor_reg_rate","l_disability_rate","district","precipitation","temperature"
"32",3,2009,1,4.62402725219727,4.21962833404541,3.04841804504395,3.16083812713623,13,0.00142300000097603,49.492602739726
"33",3,2010,1,4.73222160339355,4.21858263015747,3.03871011734009,3.1702606678009,13,0.00226800000760704,47.7065753424658
"34",3,2011,1,4.83103513717651,4.1988000869751,3.07620310783386,3.16155958175659,13,0.00112399998996407,48.8106849315069
"35",4,2000,0,2.5525426864624,NA,0,NA,13,0.00281299999710172,58.2199453551912
"36",4,2001,0,2.09792470932007,4.53435087203979,0,NA,13,0.00160399997401983,59.1882191780822
"37",4,2002,0,0,4.53665637969971,0,NA,13,0.00164899999909103,59.4428571428572
"38",4,2003,0,NA,4.61512041091919,NA,2.68520474433899,13,0.00269800000954419,57.5652054794521
"39",4,2004,0,NA,NA,NA,NA,13,0.00234600001983345,58.8950819672131
"40",4,2005,0,NA,4.50389862060547,NA,2.48399043083191,13,0.00180500001572073,58.7904109589041
"41",4,2006,0,NA,4.47354173660278,NA,2.48567080497742,13,0.00198599997665733,59.4169863013699
"42",4,2007,0,NA,4.37326192855835,NA,2.48651218414307,13,0.00202599999886006,59.737087912088
"43",4,2008,0,NA,4.37326192855835,NA,2.48651218414307,13,0.0024049999948591,58.8642076502732
"44",4,2009,0,NA,4.42002964019775,2.32818055152893,1.68165683746338,13,0.00274199999962002,58.3687671232877
"45",4,2010,0,NA,4.21608066558838,NA,NA,13,0.00256299999598414,57.8720547945206
"46",4,2011,0,NA,4.15916061401367,NA,0.994575917720795,13,0.002542999994196,57.8906849315068
"47",5,2000,0,3.22127890586853,NA,1.28334629535675,NA,13,0.00234099999498576,57.6696721311476
"48",5,2001,0,2.44876289367676,4.58600234985352,0.457241415977478,NA,13,0.00142499999497086,58.5569863013699
"49",5,2002,0,1.20110273361206,4.61512041091919,0,NA,13,0.00195799999497831,58.7701657458563
"50",5,2004,0,NA,4.52198362350464,0.46925488114357,1.20764076709747,13,0.00260899999309331,58.3543956043956
"51",5,2005,0,NA,4.51450490951538,0.472643673419952,1.21370446681976,13,0.0015990000102669,58.4282191780822
"52",5,2006,0,NA,NA,NA,1.20110273361206,13,0.0016980000006035,58.9756164383561
"53",5,2007,0,NA,4.16877698898315,0.473784327507019,0.92692106962204,13,0.00171400000266731,59.4241758241758
"54",5,2008,1,NA,4.16877698898315,0.473784327507019,0.92692106962204,13,0.00296800000797957,58.8112021857923
"55",5,2010,1,1.55244588851929,4.01720190048218,0.473784327507019,0.911962687969208,13,0.00198400000557303,57.7284931506849
"56",5,2011,1,1.68737745285034,1.39384150505066,0.646627128124237,2.12132024765015,13,0.0030880000339821,58.2309589041096
"57",6,2000,0,2.53057241439819,NA,0.381934612989426,NA,13,0.00101599999815226,56.7104109589041
"58",6,2001,0,2.44356536865234,2.72691869735718,0.379004418849945,NA,13,0.00156100001223385,56.9550684931507
"59",6,2002,0,2.2178041934967,2.55506587028503,0.376119375228882,NA,13,0.0019870000012219,57.6930939226519
"60",6,2003,0,NA,2.51059198379517,0.644470155239105,1.20736682415009,13,0.00225000000968575,56.6892561983471
"61",6,2004,0,NA,2.51059198379517,0.644470155239105,1.20736682415009,13,0.00252800000235438,57.290934065934
"62",6,2005,0,NA,2.51059198379517,0.644470155239105,1.20736682415009,13,0.00197200000081211,57.2652054794521
"63",6,2006,0,NA,2.51059198379517,NA,1.20736682415009,13,0.00143500001076609,57.5997260273973
"64",6,2007,0,2.7679135799408,4.28349304199219,1.62381374835968,1.55420911312103,13,0.00241899998672307,58.0494505494505
"65",6,2008,0,2.7679135799408,4.28349304199219,1.62381374835968,1.55420911312103,13,0.0024240000071004,57.605737704918
"66",6,2009,0,2.73474168777466,4.40666389465332,0.644470155239105,1.5263694524765,13,0.0022319999974221,56.9863888888889
"67",6,2010,0,2.87055730819702,4.39334630966187,0.638087451457977,2.09609746932983,13,0.00183100000731647,56.1791780821918
"68",6,2011,0,2.9947235584259,4.34220933914185,0.629777550697327,2.0940146446228,13,0.00198600001279265,55.0583561643835
"69",7,2000,0,3.82243633270264,NA,0.348306715488434,NA,13,0.0021980000089854,55.8401639344262
"70",7,2002,0,1.87988495826721,4.61512041091919,0.89701908826828,NA,13,0.00165299999769777,56.7154696132596
"71",7,2003,0,NA,4.61512041091919,0.808622360229492,1.39270341396332,13,0.00309000001233071,55.8870879120879
"72",7,2004,0,NA,4.61512041091919,0.808622360229492,1.25850689411163,13,0.00220499999206513,56.3406593406593
"73",7,2005,0,NA,4.61512041091919,1.30754745006561,1.25814604759216,13,0.00269299998115748,55.8624657534247
"74",7,2006,0,NA,4.61100387573242,0.483910650014877,1.25670552253723,13,0.00182900001201779,56.3504109589041
"75",7,2007,0,3.1838219165802,4.59855079650879,0.347085565328598,1.2570652961731,13,0.00169399999957532,57.0862637362637
"76",7,2008,0,3.1838219165802,4.59855079650879,0.347085565328598,1.2570652961731,13,0.00233599997572601,56.5396174863388
"77",7,2009,0,3.18189525604248,4.58170175552368,0.347085565328598,1.25562739372253,13,0.00275800001397729,55.7655555555555
"78",7,2010,0,2.64464688301086,4.52324438095093,0.97436511516571,1.10262835025787,13,0.00166399999260902,54.5764383561644
"79",8,2000,0,2.50437879562378,NA,0.853439927101135,NA,13,0.0021980000089854,55.8401639344262
"80",8,2001,0,1.9888242483139,4.5167818069458,0.73288756608963,NA,13,0.00221000002026558,56.3024657534246
"81",8,2002,0,2.44399213790894,4.53119993209839,1.06368219852448,NA,13,0.00165299999769777,56.7154696132596
"82",8,2003,0,NA,4.51552486419678,1.29734683036804,0.876520097255707,13,0.00309000001233071,55.8870879120879
"83",8,2004,0,NA,4.51552486419678,1.05141663551331,NA,13,0.00220499999206513,56.3406593406593
"84",8,2005,0,NA,4.52996492385864,1.05141663551331,0.87407112121582,13,0.00269299998115748,55.8624657534247
"85",8,2006,0,2.49476075172424,4.54419994354248,1.36750185489655,0.871232330799103,13,0.00182900001201779,56.3504109589041
"86",8,2007,0,3.40338635444641,4.56682538986206,1.29349422454834,0.868814587593079,13,0.00169399999957532,57.0862637362637
"87",8,2008,0,3.40338635444641,4.56682538986206,1.29349422454834,0.868814587593079,13,0.00233599997572601,56.5396174863388
"88",8,2009,0,3.2514431476593,4.56682538986206,1.95793128013611,0.86681067943573,13,0.00275800001397729,55.7655555555555
"89",8,2010,0,3.24417924880981,4.58266067504883,1.4412100315094,1.11625182628632,13,0.00166399999260902,54.5764383561644
"90",8,2011,0,3.2422080039978,4.57207536697388,1.43305611610413,1.11487281322479,13,0.00202199997231364,56.0079452054794
"91",9,2000,0,2.53698062896729,NA,0.604247987270355,NA,13,0.00281299999710172,58.2199453551912
"92",9,2001,0,2.56976294517517,4.61512041091919,0.662155449390411,NA,13,0.00160399997401983,59.1882191780822
"93",9,2002,0,2.5900514125824,4.61512041091919,0.640200436115265,NA,13,0.00164899999909103,59.4428571428572
"94",9,2003,0,2.37879776954651,4.61512041091919,1.3025244474411,1.23778867721558,13,0.00269800000954419,57.5652054794521
"95",9,2005,0,NA,4.61512041091919,1.16701507568359,1.22745835781097,13,0.00180500001572073,58.7904109589041
"96",9,2006,0,NA,4.61512041091919,0.842250525951385,1.22321105003357,13,0.00198599997665733,59.4169863013699
"97",9,2007,0,NA,4.61512041091919,0.815587878227234,1.19840180873871,13,0.00202599999886006,59.737087912088
"98",9,2008,0,NA,4.61512041091919,0.815587878227234,1.19840180873871,13,0.0024049999948591,58.8642076502732
"99",9,2009,0,2.07653021812439,4.61512041091919,0.808622360229492,1.20164453983307,13,0.00274199999962002,58.3687671232877
"100",9,2010,0,2.07045197486877,4.61512041091919,0.792846500873566,1.19678771495819,13,0.00256299999598414,57.8720547945206
"101",10,2000,0,2.68502283096313,NA,1.19932627677917,NA,13,0.00179599999729544,55.0295081967213
"102",10,2001,0,2.46229529380798,4.10433864593506,0.976681530475616,NA,13,0.00240499999932945,55.133698630137
"103",10,2002,0,2.97599911689758,4.35040760040283,1.79733669757843,NA,13,0.00139099999796599,55.9573407202216
"104",10,2004,0,NA,NA,NA,NA,13,0.00307799995336682,55.9197802197802
"105",10,2005,0,NA,4.43999862670898,2.03110647201538,2.93877267837524,13,0.00333399998825043,55.2810958904109
"106",10,2006,0,NA,4.42098569869995,2.86229515075684,1.09002006053925,13,0.00196999999452382,55.8213698630137
"107",10,2007,1,3.66766786575317,4.35829973220825,2.43864607810974,NA,13,0.00280499999094754,56.3096153846154
"108",10,2008,1,3.66766786575317,4.35829973220825,2.43864607810974,NA,13,0.00276200000196695,53.4338797814208
"109",10,2009,1,3.71072101593018,4.32203912734985,2.22177457809448,1.36565482616425,13,0.00265300000887364,53.3675
"110",10,2010,1,3.69659185409546,4.32203912734985,2.22177457809448,1.3548858165741,13,0.00245200000032783,51.9926027397261
"111",10,2011,0,3.68451380729675,4.25615787506104,2.16243839263916,1.34570908546448,13,0.00310699997674674,53.1654794520548
"112",11,2000,0,3.47701859474182,NA,1.24390554428101,NA,13,0.00224100001119077,50.498087431694
"113",11,2001,0,3.48641729354858,4.59026622772217,1.24684226512909,NA,13,0.00327699998393655,50.4569863013698
"114",11,2002,0,3.2777636051178,4.58170175552368,1.24979472160339,NA,13,0.00213899998627603,51.3038674033149
"115",11,2003,0,2.57311105728149,4.56887626647949,1.63887584209442,2.95281481742859,13,0.00249100000392646,51.0217630853995
"116",11,2004,0,NA,4.56456422805786,1.63887584209442,3.00834774971008,13,0.00240399999581277,50.9137362637363
"117",11,2005,0,NA,4.56456422805786,1.63887584209442,3.00949263572693,13,0.00311699998248369,49.6263013698631
"118",11,2006,0,NA,4.56456422805786,1.63887584209442,3.00720477104187,13,0.0021029999949038,51.0767123287671
"119",11,2007,0,3.98566603660583,4.56456422805786,1.97741794586182,3.00606298446655,13,0.0023039999961853,51.4851648351648
"120",11,2008,0,3.98566603660583,4.56456422805786,1.97741794586182,3.00606298446655,13,0.00272700000442565,50.6688524590164
"121",11,2009,0,4.51244306564331,4.56887626647949,2.91383790969849,3.00720477104187,13,0.00229000000339001,50.7741666666667
"122",11,2010,0,4.9015064239502,4.47233867645264,2.89015197753906,2.99924230575562,13,0.00385199999921024,49.9101369863014
"123",11,2011,0,4.91832494735718,4.51221513748169,2.92828130722046,2.99022722244263,13,0.00229300000350922,51.4975342465753
"124",12,2000,0,2.23111581802368,NA,0,NA,14,0.00123499998860061,45.9609289617487
"125",12,2001,0,2.23111581802368,4.61512041091919,0,NA,14,0.00162499999068677,46.8964383561644
"126",12,2003,0,NA,4.61512041091919,NA,NA,14,0.00180299999080598,45.592817679558
"127",12,2004,0,NA,4.61512041091919,NA,NA,14,0.00175600000265986,46.5581267217631
"128",12,2005,0,NA,4.61512041091919,NA,NA,14,0.00176400000229478,45.6493150684932
"129",12,2006,0,NA,4.61512041091919,NA,NA,14,0.00124299999065697,47.6660273972603
"130",12,2007,0,NA,4.61512041091919,NA,NA,14,0.00161999999172986,47.8137362637362
"131",12,2008,1,NA,4.61512041091919,NA,NA,14,0.0017140000000596,46.0068306010929
"132",12,2009,1,4.00691986083984,4.61512041091919,2.54668402671814,NA,14,0.00115599999744445,46.8325
"133",12,2010,1,4.47684240341187,4.61512041091919,3.3226113319397,NA,14,0.00181099999062717,46.474794520548
"134",12,2011,1,4.8144793510437,4.61512041091919,0,NA,14,0.00128799998983741,46.0894736842106
"135",13,2000,0,1.50876128673553,NA,0,NA,14,0.00254599998164922,54.2185792349727
"136",13,2001,0,1.50239443778992,4.43836402893066,0,NA,14,0.0017789999961853,54.7030136986302
"137",13,2002,0,3.32302641868591,4.46486282348633,1.31567680835724,NA,14,0.0025220000045374,55.1367403314917
"138",13,2003,0,3.74762272834778,4.46335077285767,2.7795090675354,2.64032459259033,14,0.00389399998486042,53.4986149584488
"139",13,2004,0,3.78093767166138,4.45821571350098,3.32022833824158,2.64583706855774,14,0.00304399999137968,54.7104683195593
"140",13,2005,0,3.72164058685303,4.36663103103638,1.60943794250488,2.64252519607544,14,0.00271000000294298,54.4690410958904
"141",13,2006,0,3.66600060462952,4.34956073760986,1.51634752750397,2.64583706855774,14,0.00260200000163168,55.137808219178
"142",13,2007,0,NA,4.26878499984741,1.8273503780365,2.66258788108826,14,0.00224899997767061,55.0843406593407
"143",13,2008,1,NA,4.26878499984741,1.8273503780365,2.66258788108826,14,0.00226999998278916,53.8956284153005
"144",13,2009,1,NA,4.20405721664429,2.25241088867188,3.22852611541748,14,0.00183100000470877,54.6263888888889
"145",13,2010,1,NA,4.23673820495605,2.31163501739502,3.21466159820557,14,0.00197299997564405,54.4123287671233
"146",13,2011,1,NA,4.07376384735107,3.1451096534729,3.20100212097168,14,0.00332399998623878,53.9550684931507
"147",18,2000,0,2.22951030731201,NA,0,NA,14,0.00129799998998642,50.3142076502732
"148",18,2001,0,2.18055748939514,4.4441442489624,0,NA,14,0.00112499999850988,51.3767123287671
"149",18,2002,0,2.22324228286743,4.43634462356567,0,NA,14,0.00193699998669326,51.5533149171271
"150",18,2003,0,2.2243447303772,4.2919864654541,1.09595274925232,0.805186331272125,14,0.00193500000573695,49.9758241758242
"151",18,2004,0,1.71331739425659,4.29349899291992,0.348306715488434,0.602559208869934,14,0.00188899999670684,50.4208791208791
"152",18,2005,0,NA,4.14812135696411,0.339160412549973,0.974108457565308,14,0.00131299999989569,50.728493150685
"153",18,2006,0,1.3578405380249,4.05611753463745,0.331592321395874,1.11929893493652,14,0.00156199999079108,52.0802739726027
"154",18,2007,1,NA,3.72302222251892,0.948373913764954,1.54576313495636,14,0.00225399999469519,51.8519230769231
"155",18,2008,1,NA,3.72302222251892,0.948373913764954,1.54576313495636,14,0.00254399999510497,50.0959016393443
"156",18,2009,1,2.58625793457031,3.6948037147522,0.852409720420837,1.70523178577423,14,0.00171799999698997,50.5072222222222
"157",18,2010,1,2.69795179367065,3.70701766014099,0.288797527551651,1.77291357517242,14,0.00210000001136214,50.2304109589041
"158",18,2011,1,2.63587117195129,3.7208263874054,1.29889523983002,1.89732241630554,14,0.00199799999762326,49.8364383561644
"159",19,2000,0,2.45106601715088,NA,0,NA,14,0.00187799999844283,49.4551912568306
"160",19,2001,0,2.47730207443237,4.61512041091919,0,NA,14,0.00180099998414516,49.6567123287671
"161",19,2002,0,2.72358727455139,4.56160306930542,1.28966748714447,NA,14,0.00213100000042468,49.9587257617729
"162",19,2003,0,NA,4.57415342330933,NA,1.50876128673553,14,0.00300699998419732,48.6101648351649
"163",19,2004,0,NA,4.5752534866333,NA,2.45754885673523,14,0.00254000002145767,49.2994505494506
"164",19,2005,0,NA,4.5752534866333,NA,2.45106601715088,14,0.00230499998517334,49.227397260274
"165",19,2006,0,NA,4.57578134536743,1.58843970298767,2.45754885673523,14,0.00222299999855459,50.5728767123287
"166",19,2007,0,NA,4.5495491027832,1.81290197372437,2.07551407814026,14,0.00223200001195073,49.8645604395604
"167",19,2008,0,NA,4.5495491027832,1.81290197372437,2.07551407814026,14,0.00148799998927861,48.3527322404372
"168",19,2009,0,3.60316586494446,4.50946760177612,1.80225276947021,2.72691869735718,14,0.00217999999448657,48.8230555555556
"169",19,2010,0,3.76833033561707,4.49857425689697,2.12911319732666,2.79634284973145,14,0.00190299998018891,48.7849315068493
"170",19,2011,0,NA,4.38218069076538,2.26612591743469,3.1702606678009,14,0.0024990000192076,47.9383561643835
"171",20,2000,0,2.62750649452209,NA,1.13608062267303,NA,14,0.00234099999498576,57.6696721311476
"172",20,2001,0,2.6551775932312,1.55334854125977,1.18562364578247,NA,14,0.00142499999497086,58.5569863013699
"173",20,2002,0,2.64417958259583,1.62745642662048,1.0986123085022,NA,14,0.00195799999497831,58.7701657458563
"174",20,2003,0,2.70392942428589,1.86095345020294,1.18247652053833,1.58006656169891,14,0.00291599999871105,57.2790633608815
"175",20,2004,0,3.00664234161377,1.86095345020294,1.46981179714203,1.57771599292755,14,0.00260899999309331,58.3543956043956
"176",20,2005,0,2.90032744407654,1.992635846138,1.40534257888794,1.57912528514862,14,0.0015990000102669,58.4282191780822
"177",20,2006,0,3.23320865631104,1.98249959945679,1.39710521697998,1.59122800827026,14,0.0016980000006035,58.9756164383561
"178",20,2007,1,3.22137260437012,2.00628519058228,1.24566578865051,1.55814456939697,14,0.00171400000266731,59.4241758241758
"179",20,2008,1,3.22137260437012,2.00628519058228,1.24566578865051,1.55814456939697,14,0.00296800000797957,58.8112021857923
"180",20,2009,1,3.73035740852356,2.0648832321167,1.34139120578766,1.42420995235443,14,0.00295800000280142,58.4425000000001
"181",20,2010,1,3.66063499450684,2.04962158203125,1.35121071338654,1.43119585514069,14,0.00198400000557303,57.7284931506849
"182",20,2011,1,3.67096304893494,2.01779747009277,1.27870166301727,1.43289411067963,14,0.0030880000339821,58.2309589041096
"183",21,2000,0,5.27148342132568,NA,3.05409646034241,NA,14,0.00192300000935793,50.2254098360656
"184",21,2001,0,5.11480093002319,4.47431755065918,3.23827815055847,NA,14,0.00193599999286234,51.2734246575342
"185",21,2002,0,5.33215045928955,4.50861406326294,3.06377220153809,NA,14,0.00160100000090897,51.2639889196676
"186",21,2003,0,NA,4.41440486907959,4.1307487487793,1.79593825340271,14,0.0027079999845475,50.1471074380166
"187",21,2004,0,NA,4.16877698898315,2.11296415328979,2.57087755203247,14,0.00216300000809133,51.3447802197802
"188",21,2005,0,NA,4.5643482208252,1.3862943649292,2.58210444450378,14,0.00198399999085814,51.4372602739726
"189",21,2006,0,NA,4.54329490661621,1.7917594909668,2.57311105728149,14,0.00222200000435114,52.2035616438356
"190",21,2007,1,NA,4.52509117126465,1.67669010162354,2.57311105728149,14,0.00232700000945479,51.3587912087912
"191",21,2008,1,NA,4.52509117126465,1.67669010162354,2.57311105728149,14,0.00187499998882413,49.798087431694
"192",21,2009,1,NA,4.52509117126465,1.8273503780365,2.73361968994141,14,0.00298600002638996,50.6511111111111
"193",21,2010,1,3.53843116760254,4.47937440872192,1.94346511363983,2.87392854690552,14,0.00197899998594075,51.02
"194",21,2011,1,NA,4.51828193664551,NA,NA,14,0.00263300000149757,50.1605479452055
"195",22,2000,0,1.93908417224884,NA,1.08545422554016,NA,14,0.00199999997988343,59.0333333333334
"196",22,2001,0,2.01865458488464,4.44304656982422,1.08545422554016,NA,14,0.00179900000095367,59.832602739726
"197",22,2002,0,1.37854468822479,4.44304656982422,0.986067652702332,NA,14,0.00216599999275059,60.2244505494505
"198",22,2003,0,3.32051396369934,4.26307439804077,2.2410671710968,1.93552529811859,14,0.00364900001697242,57.0150684931507
"199",22,2004,0,NA,4.33426427841187,2.23359227180481,1.85214173793793,14,0.00201199998203665,58.4021857923498
"200",22,2005,0,NA,4.39444923400879,1.9042375087738,1.81481170654297,14,0.00200300000794232,58.114794520548
"201",22,2006,0,NA,4.39375162124634,2.18712973594666,1.81099712848663,14,0.00186800000295043,59.1673972602739
"202",22,2007,1,NA,4.37441444396973,2.5364191532135,1.70879971981049,14,0.00268399999234825,58.5868131868132
"203",22,2008,1,NA,4.37441444396973,2.5364191532135,1.70879971981049,14,0.0017240000071004,57.0442622950819
"204",22,2009,1,3.29215979576111,4.37495994567871,2.34506607055664,1.59765708446503,14,0.0020159999974072,57.3975342465753
"205",22,2010,1,3.28999376296997,4.34627628326416,2.30205583572388,1.47494292259216,14,0.00227999999616295,57.9780821917807
"206",22,2011,1,4.42974853515625,4.34627628326416,2.37846779823303,1.47798311710358,14,0.00316099998746067,57.4515068493151
"207",23,2000,0,1.18038856983185,NA,0.478403806686401,NA,14,0.00199999997988343,59.0333333333334
"208",23,2001,0,1.1777902841568,4.02934169769287,0.468136191368103,NA,14,0.00179900000095367,59.832602739726
"209",23,2002,0,0.912408351898193,4.03170871734619,0.467022985219955,NA,14,0.00216599999275059,60.2244505494505
"210",23,2003,0,NA,4.03170871734619,0.467022985219955,1.37643837928772,14,0.00364900001697242,57.0150684931507
"211",23,2004,0,NA,4.03170871734619,0.467022985219955,1.37588536739349,14,0.00201199998203665,58.4021857923498
"212",23,2005,0,NA,3.97186303138733,0.467022985219955,1.37699198722839,14,0.00200300000794232,58.114794520548
"213",23,2006,0,NA,3.90820622444153,0.467022985219955,1.37478077411652,14,0.00186800000295043,59.1673972602739
"214",23,2007,1,NA,3.86548042297363,0.467022985219955,1.36601722240448,14,0.00268399999234825,58.5868131868132
"215",23,2008,1,NA,3.86548042297363,0.467022985219955,1.36601722240448,14,0.0017240000071004,57.0442622950819
"216",23,2009,1,NA,3.80772018432617,0.467022985219955,1.36276388168335,14,0.0020159999974072,57.3975342465753
"217",23,2010,1,NA,3.79441857337952,0.467022985219955,1.36222338676453,14,0.00227999999616295,57.9780821917807
"218",23,2011,1,NA,3.73936891555786,0.467022985219955,1.35738110542297,14,0.00316099998746067,57.4515068493151
"219",24,2000,0,2.48735451698303,NA,4.25482416152954,NA,14,0.00291399999242276,58.4997267759563
"220",24,2001,0,2.49752807617188,4.34884309768677,4.03522348403931,NA,14,0.00195399998445064,59.0273972602739
"221",24,2002,0,5.49104070663452,4.34884309768677,3.75341796875,NA,14,0.00150500001497567,58.0096685082873
"222",24,2003,0,1.58431887626648,3.91792106628418,3.91792106628418,0,14,0.00339499998185784,56.2267217630854
"223",24,2004,0,NA,3.90421485900879,3.75341796875,3.46597814559937,14,0.00264399997834116,57.5527472527472
"224",24,2005,0,NA,3.90421485900879,3.1451096534729,3.67532658576965,14,0.00224699997548014,57.5712328767123
"225",24,2006,0,4.28260087966919,3.89070153236389,3.52272772789001,3.74604821205139,14,0.00184299999959767,58.4315068493151
"226",24,2007,0,4.37397193908691,3.89070153236389,2.77686047554016,3.73873519897461,14,0.00196499999761581,58.2486263736264
"227",24,2008,1,4.37397193908691,3.89070153236389,2.77686047554016,3.73873519897461,14,0.00201899999454618,57.9265027322404
"228",24,2009,1,4.62618398666382,3.90421485900879,3.40673756599426,3.82741928100586,14,0.00303500001654029,57.3316666666666
"229",24,2010,1,6.26934576034546,3.88951826095581,4.04896402359009,3.86097455024719,14,0.00248000001423061,57.1906849315068
"230",24,2011,1,5.68737411499023,3.9455394744873,3.76707863807678,3.87242579460144,14,0.0023750000057742,57.2334246575342
"231",25,2000,0,2.20706248283386,NA,0.486712753772736,NA,21,0.00226199998930097,47.0456284153005
"232",25,2001,0,2.21611213684082,3.3285813331604,0.490364551544189,NA,21,0.00281900001708418,46.973698630137
"233",25,2002,0,2.10343194007874,3.34598541259766,0.492830276489258,NA,21,0.00323500000312924,48.9239010989011
"234",25,2003,0,2.22988057136536,4.56318283081055,0.67216169834137,1.12320375442505,21,0.00275699998512864,48.7060439560439
"235",25,2004,0,2.10523867607117,4.55082702636719,0.664437055587769,0.707969844341278,21,0.00298999999258667,49.3163934426229
"236",25,2005,0,2.09090042114258,4.54462385177612,0.661398530006409,0.699711203575134,21,0.00380499999690801,46.7430136986302
"237",25,2006,0,NA,4.53796148300171,NA,0.691650569438934,21,0.00238500000424683,47.1021917808219
"238",26,2000,0,2.00286507606506,NA,3.4378662109375,NA,21,0.00138400000073016,45.2502732240437
"239",26,2001,0,4.44101190567017,4.0573034286499,3.38130378723145,NA,21,0.00128400000538677,45.5975342465753
"240",26,2002,0,4.44101190567017,4.15104007720947,2.51475977897644,NA,21,0.00158299998678267,47.3057692307692
"241",26,2003,0,NA,4.16877698898315,2.12660694122314,NA,21,0.00218899998031557,47.5137362637363
"242",26,2004,0,NA,4.16877698898315,2.12660694122314,NA,21,0.00267500000186265,47.7120547945205
"243",26,2005,0,3.24615478515625,4.40084218978882,2.11296415328979,2.17444157600403,21,0.00254399998523295,46.2997260273972
"244",26,2006,0,3.24241542816162,4.33499622344971,2.11296415328979,2.17099356651306,21,0.00157399999443442,46.9235616438357
"245",26,2007,0,4.12610960006714,4.32226324081421,2.00286507606506,2.00341987609863,21,0.00198900000452995,48.8450549450549
"246",26,2008,0,4.12610960006714,4.32226324081421,2.00286507606506,2.00341987609863,21,0.00225399997849017,47.8773224043716
"247",26,2009,0,NA,NA,0.876247227191925,0.81758451461792,21,0.00206300000585616,46.2695890410959
